Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Dominican Republic,1.7,1.92,2.14,2.36,2.58,2.8,3.18,3.56,3.94,4.32,4.7,5.32,5.94,6.56,7.18,7.8,8.64,9.48,10.32,11.16,12.0,13.14,14.28,15.42,16.56,17.7,18.98,20.26,21.54,22.82,24.1,25.5,26.9,28.3,29.7,31.1,32.48,33.86,35.24,36.62,38.0,39.0,40.0,41.0,42.0,43.0,43.9,44.8,45.7,46.6,47.5,48.92,50.34,51.76,53.18,54.6,56.02,57.44,58.86,60.28,61.7
Ecuador,2.3,2.56,2.82,3.08,3.34,3.6,4.08,4.56,5.04,5.52,6.0,6.72,7.44,8.16,8.88,9.6,10.6,11.6,12.6,13.6,14.6,15.9,17.2,18.5,19.8,21.1,22.44,23.78,25.12,26.46,27.8,29.06,30.32,31.58,32.84,34.1,35.16,36.22,37.28,38.34,39.4,40.4,41.4,42.4,43.4,44.4,45.38,46.36,47.34,48.32,49.3,50.4,51.5,52.6,53.7,54.8,55.88,56.96,58.04,59.12,60.2
Egypt,3.2,3.76,4.32,4.88,5.44,6.0,7.04,8.08,9.12,10.16,11.2,13.02,14.84,16.66,18.48,20.3,21.38,22.46,23.54,24.62,25.7,26.96,28.22,29.48,30.74,32.0,33.44,34.88,36.32,37.76,39.2,40.7,42.2,43.7,45.2,46.7,48.24,49.78,51.32,52.86,54.4,55.84,57.28,58.72,60.16,61.6,63.04,64.48,65.92,67.36,68.8,70.22,71.64,73.06,74.48,75.9,77.34,78.78,80.22,81.66,83.1
El Salvador,0.7,0.8,0.9,1.0,1.1,1.2,1.42,1.64,1.86,2.08,2.3,2.62,2.94,3.26,3.58,3.9,4.32,4.74,5.16,5.58,6.0,6.52,7.04,7.56,8.08,8.6,9.16,9.72,10.28,10.84,11.4,12.02,12.64,13.26,13.88,14.5,15.24,15.98,16.72,17.46,18.2,18.86,19.52,20.18,20.84,21.5,23.24,24.98,26.72,28.46,30.2,31.94,33.68,35.42,37.16,38.9,40.64,42.38,44.12,45.86,47.6
Equatorial Guinea,0.2,0.26,0.32,0.38,0.44,0.5,0.66,0.82,0.98,1.14,1.3,1.42,1.54,1.66,1.78,1.9,2.16,2.42,2.68,2.94,3.2,3.42,3.64,3.86,4.08,4.3,4.44,4.58,4.72,4.86,5.0,5.06,5.12,5.18,5.24,5.3,5.2,5.1,5.0,4.9,4.8,5.86,6.92,7.98,9.04,10.1,11.16,12.22,13.28,14.34,15.4,16.48,17.56,18.64,19.72,20.8,21.74,22.68,23.62,24.56,25.5
Eritrea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,8.2,12.3,16.4,20.5,21.7,22.9,24.1,25.3,26.5
Estonia,43.5,44.26,45.02,45.78,46.54,47.3,47.84,48.38,48.92,49.46,50.0,50.34,50.68,51.02,51.36,51.7,51.94,52.18,52.42,52.66,52.9,53.12,53.34,53.56,53.78,54.0,54.32,54.64,54.96,55.28,55.6,56.22,56.84,57.46,58.08,58.7,59.36,60.02,60.68,61.34,62.0,61.8,61.6,61.4,61.2,61.0,59.3,57.6,55.9,54.2,52.5,55.14,57.78,60.42,63.06,65.7,68.22,70.74,73.26,75.78,78.3
Ethiopia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.12,0.16,0.2,0.22,0.24,0.26,0.28,0.3,0.38,0.46,0.54,0.62,0.7,0.82,0.94,1.06,1.18,1.3,1.48,1.66,1.84,2.02,2.2,2.44,2.68,2.92,3.16,3.4,3.5,3.6,3.7,3.8,3.9,4.76,5.62,6.48,7.34,8.2,9.04,9.88,10.72,11.56,12.4,13.28,14.16,15.04,15.92,16.8
Fiji,8.3,8.74,9.18,9.62,10.06,10.5,11.1,11.7,12.3,12.9,13.5,14.16,14.82,15.48,16.14,16.8,17.58,18.36,19.14,19.92,20.7,21.76,22.82,23.88,24.94,26.0,27.16,28.32,29.48,30.64,31.8,31.96,32.12,32.28,32.44,32.6,33.1,33.6,34.1,34.6,35.1,36.24,37.38,38.52,39.66,40.8,42.86,44.92,46.98,49.04,51.1,53.16,55.22,57.28,59.34,61.4,63.48,65.56,67.64,69.72,71.8
Finland,22.8,24.36,25.92,27.48,29.04,30.6,32.36,34.12,35.88,37.64,39.4,41.16,42.92,44.68,46.44,48.2,49.46,50.72,51.98,53.24,54.5,54.86,55.22,55.58,55.94,56.3,56.1,55.9,55.7,55.5,55.3,54.96,54.62,54.28,53.94,53.6,53.38,53.16,52.94,52.72,52.5,52.46,52.42,52.38,52.34,52.3,52.52,52.74,52.96,53.18,53.4,56.32,59.24,62.16,65.08,68.0,70.86,73.72,76.58,79.44,82.3
France,22.9,24.18,25.46,26.74,28.02,29.3,30.66,32.02,33.38,34.74,36.1,37.58,39.06,40.54,42.02,43.5,45.12,46.74,48.36,49.98,51.6,53.0,54.4,55.8,57.2,58.6,59.48,60.36,61.24,62.12,63.0,63.6,64.2,64.8,65.4,66.0,66.52,67.04,67.56,68.08,68.6,69.12,69.64,70.16,70.68,71.2,71.66,72.12,72.58,73.04,73.5,74.96,76.42,77.88,79.34,80.8,82.1,83.4,84.7,86.0,87.3
French Guiana,8.8,9.64,10.48,11.32,12.16,13.0,13.68,14.36,15.04,15.72,16.4,17.12,17.84,18.56,19.28,20.0,20.92,21.84,22.76,23.68,24.6,25.38,26.16,26.94,27.72,28.5,29.28,30.06,30.84,31.62,32.4,33.08,33.76,34.44,35.12,35.8,36.18,36.56,36.94,37.32,37.7,37.94,38.18,38.42,38.66,38.9,39.14,39.38,39.62,39.86,40.1,41.86,43.62,45.38,47.14,48.9,50.68,52.46,54.24,56.02,57.8
French Polynesia,11.3,12.5,13.7,14.9,16.1,17.3,18.56,19.82,21.08,22.34,23.6,25.0,26.4,27.8,29.2,30.6,32.26,33.92,35.58,37.24,38.9,40.66,42.42,44.18,45.94,47.7,49.38,51.06,52.74,54.42,56.1,57.44,58.78,60.12,61.46,62.8,63.8,64.8,65.8,66.8,67.8,68.52,69.24,69.96,70.68,71.4,72.3,73.2,74.1,75.0,75.9,76.82,77.74,78.66,79.58,80.5,81.38,82.26,83.14,84.02,84.9
Gabon,1.0,1.34,1.68,2.02,2.36,2.7,2.88,3.06,3.24,3.42,3.6,3.88,4.16,4.44,4.72,5.0,5.46,5.92,6.38,6.84,7.3,7.7,8.1,8.5,8.9,9.3,9.3,9.3,9.3,9.3,9.3,9.08,8.86,8.64,8.42,8.2,8.14,8.08,8.02,7.96,7.9,8.04,8.18,8.32,8.46,8.6,8.62,8.64,8.66,8.68,8.7,11.08,13.46,15.84,18.22,20.6,23.08,25.56,28.04,30.52,33.0
Gambia,0.0,0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3,0.4,0.5,0.6,0.7,0.8,0.96,1.12,1.28,1.44,1.6,1.86,2.12,2.38,2.64,2.9,3.3,3.7,4.1,4.5,4.9,5.46,6.02,6.58,7.14,7.7,8.52,9.34,10.16,10.98,11.8,13.08,14.36,15.64,16.92,18.2,19.72,21.24,22.76,24.28,25.8,26.74,27.68,28.62,29.56,30.5
Georgia,62.9,64.8,66.7,68.6,70.5,72.4,73.76,75.12,76.48,77.84,79.2,79.94,80.68,81.42,82.16,82.9,83.42,83.94,84.46,84.98,85.5,85.88,86.26,86.64,87.02,87.4,87.7,88.0,88.3,88.6,88.9,89.14,89.38,89.62,89.86,90.1,90.28,90.46,90.64,90.82,91.0,91.2,91.4,91.6,91.8,92.0,92.12,92.24,92.36,92.48,92.6,92.28,91.96,91.64,91.32,91.0,91.56,92.12,92.68,93.24,93.8
Germany,56.8,57.5,58.2,58.9,59.6,60.3,60.78,61.26,61.74,62.22,62.7,63.26,63.82,64.38,64.94,65.5,66.16,66.82,67.48,68.14,68.8,69.32,69.84,70.36,70.88,71.4,71.84,72.28,72.72,73.16,73.6,73.82,74.04,74.26,74.48,74.7,74.92,75.14,75.36,75.58,75.8,76.0,76.2,76.4,76.6,76.8,76.98,77.16,77.34,77.52,77.7,77.52,77.34,77.16,76.98,76.8,78.4,80.0,81.6,83.2,84.8
Ghana,1.8,2.16,2.52,2.88,3.24,3.6,3.96,4.32,4.68,5.04,5.4,5.8,6.2,6.6,7.0,7.4,7.76,8.12,8.48,8.84,9.2,9.66,10.12,10.58,11.04,11.5,11.9,12.3,12.7,13.1,13.5,14.24,14.98,15.72,16.46,17.2,17.76,18.32,18.88,19.44,20.0,20.46,20.92,21.38,21.84,22.3,22.8,23.3,23.8,24.3,24.8,25.86,26.92,27.98,29.04,30.1,31.2,32.3,33.4,34.5,35.6
Greece,12.2,13.48,14.76,16.04,17.32,18.6,20.14,21.68,23.22,24.76,26.3,27.94,29.58,31.22,32.86,34.5,36.16,37.82,39.48,41.14,42.8,44.64,46.48,48.32,50.16,52.0,53.56,55.12,56.68,58.24,59.8,60.84,61.88,62.92,63.96,65.0,65.58,66.16,66.74,67.32,67.9,68.36,68.82,69.28,69.74,70.2,70.48,70.76,71.04,71.32,71.6,73.14,74.68,76.22,77.76,79.3,80.72,82.14,83.56,84.98,86.4
Grenada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.46,28.92,43.38,57.84,72.3,73.54,74.78,76.02,77.26,78.5
Guadeloupe,3.7,4.38,5.06,5.74,6.42,7.1,8.12,9.14,10.16,11.18,12.2,13.54,14.88,16.22,17.56,18.9,20.42,21.94,23.46,24.98,26.5,28.18,29.86,31.54,33.22,34.9,36.66,38.42,40.18,41.94,43.7,45.2,46.7,48.2,49.7,51.2,52.58,53.96,55.34,56.72,58.1,59.38,60.66,61.94,63.22,64.5,65.52,66.54,67.56,68.58,69.6,70.96,72.32,73.68,75.04,76.4,77.68,78.96,80.24,81.52,82.8
Guam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.28,24.56,36.84,49.12,61.4,63.32,65.24,67.16,69.08,71.0
Guatemala,0.8,0.88,0.96,1.04,1.12,1.2,1.34,1.48,1.62,1.76,1.9,2.12,2.34,2.56,2.78,3.0,3.26,3.52,3.78,4.04,4.3,4.66,5.02,5.38,5.74,6.1,6.54,6.98,7.42,7.86,8.3,8.76,9.22,9.68,10.14,10.6,10.88,11.16,11.44,11.72,12.0,13.08,14.16,15.24,16.32,17.4,18.52,19.64,20.76,21.88,23.0,24.1,25.2,26.3,27.4,28.5,29.6,30.7,31.8,32.9,34.0
Guinea,0.0,0.04,0.08,0.12,0.16,0.2,0.28,0.36,0.44,0.52,0.6,0.78,0.96,1.14,1.32,1.5,1.68,1.86,2.04,2.22,2.4,2.54,2.68,2.82,2.96,3.1,3.18,3.26,3.34,3.42,3.5,3.62,3.74,3.86,3.98,4.1,4.58,5.06,5.54,6.02,6.5,7.3,8.1,8.9,9.7,10.5,11.16,11.82,12.48,13.14,13.8,14.82,15.84,16.86,17.88,18.9,20.0,21.1,22.2,23.3,24.4
Guinea-Bissau,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.08,0.1,0.14,0.18,0.22,0.26,0.3,0.44,0.58,0.72,0.86,1.0,1.22,1.44,1.66,1.88,2.1,2.38,2.66,2.94,3.22,3.5,3.9,4.3,4.7,5.1,5.5,6.04,6.58,7.12,7.66,8.2,8.78,9.36,9.94,10.52,11.1,11.66,12.22,12.78,13.34,13.9,13.9,13.9,13.9,13.9,13.9,15.64,17.38,19.12,20.86,22.6
Guyana,10.9,11.54,12.18,12.82,13.46,14.1,14.72,15.34,15.96,16.58,17.2,17.88,18.56,19.24,19.92,20.6,21.36,22.12,22.88,23.64,24.4,25.16,25.92,26.68,27.44,28.2,28.9,29.6,30.3,31.0,31.7,32.48,33.26,34.04,34.82,35.6,36.0,36.4,36.8,37.2,37.6,39.14,40.68,42.22,43.76,45.3,46.84,48.38,49.92,51.46,53.0,54.52,56.04,57.56,59.08,60.6,62.12,63.64,65.16,66.68,68.2
Haiti,0.2,0.22,0.24,0.26,0.28,0.3,0.34,0.38,0.42,0.46,0.5,0.58,0.66,0.74,0.82,0.9,0.98,1.06,1.14,1.22,1.3,1.5,1.7,1.9,2.1,2.3,2.74,3.18,3.62,4.06,4.5,5.28,6.06,6.84,7.62,8.4,9.5,10.6,11.7,12.8,13.9,14.78,15.66,16.54,17.42,18.3,19.8,21.3,22.8,24.3,25.8,27.3,28.8,30.3,31.8,33.3,34.82,36.34,37.86,39.38,40.9
Honduras,0.2,0.24,0.28,0.32,0.36,0.4,0.5,0.6,0.7,0.8,0.9,1.08,1.26,1.44,1.62,1.8,2.06,2.32,2.58,2.84,3.1,3.48,3.86,4.24,4.62,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.52,11.04,11.56,12.08,12.6,13.18,13.76,14.34,14.92,15.5,16.26,17.02,17.78,18.54,19.3,20.08,20.86,21.64,22.42,23.2,23.98,24.76,25.54,26.32,27.1
"Hong Kong, China",9.5,10.56,11.62,12.68,13.74,14.8,16.22,17.64,19.06,20.48,21.9,23.72,25.54,27.36,29.18,31.0,33.04,35.08,37.12,39.16,41.2,42.78,44.36,45.94,47.52,49.1,50.44,51.78,53.12,54.46,55.8,57.3,58.8,60.3,61.8,63.3,64.78,66.26,67.74,69.22,70.7,71.6,72.5,73.4,74.3,75.2,75.46,75.72,75.98,76.24,76.5,77.82,79.14,80.46,81.78,83.1,83.88,84.66,85.44,86.22,87.0
Hungary,38.8,40.5,42.2,43.9,45.6,47.3,46.74,46.18,45.62,45.06,44.5,44.88,45.26,45.64,46.02,46.4,47.48,48.56,49.64,50.72,51.8,52.96,54.12,55.28,56.44,57.6,58.54,59.48,60.42,61.36,62.3,62.9,63.5,64.1,64.7,65.3,65.6,65.9,66.2,66.5,66.8,67.0,67.2,67.4,67.6,67.8,68.04,68.28,68.52,68.76,69.0,70.86,72.72,74.58,76.44,78.3,80.08,81.86,83.64,85.42,87.2
Iceland,29.3,29.6,29.9,30.2,30.5,30.8,31.16,31.52,31.88,32.24,32.6,32.96,33.32,33.68,34.04,34.4,34.9,35.4,35.9,36.4,36.9,37.52,38.14,38.76,39.38,40.0,40.6,41.2,41.8,42.4,43.0,43.42,43.84,44.26,44.68,45.1,45.24,45.38,45.52,45.66,45.8,45.94,46.08,46.22,46.36,46.5,46.8,47.1,47.4,47.7,48.0,50.46,52.92,55.38,57.84,60.3,62.76,65.22,67.68,70.14,72.6
India,1.5,1.74,1.98,2.22,2.46,2.7,3.08,3.46,3.84,4.22,4.6,5.08,5.56,6.04,6.52,7.0,7.44,7.88,8.32,8.76,9.2,9.8,10.4,11.0,11.6,12.2,12.98,13.76,14.54,15.32,16.1,17.04,17.98,18.92,19.86,20.8,21.96,23.12,24.28,25.44,26.6,28.06,29.52,30.98,32.44,33.9,35.76,37.62,39.48,41.34,43.2,44.3,45.4,46.5,47.6,48.7,49.76,50.82,51.88,52.94,54.0
Indonesia,0.8,0.96,1.12,1.28,1.44,1.6,1.9,2.2,2.5,2.8,3.1,3.62,4.14,4.66,5.18,5.7,6.38,7.06,7.74,8.42,9.1,10.04,10.98,11.92,12.86,13.8,15.04,16.28,17.52,18.76,20.0,21.26,22.52,23.78,25.04,26.3,28.0,29.7,31.4,33.1,34.8,36.8,38.8,40.8,42.8,44.8,46.08,47.36,48.64,49.92,51.2,52.56,53.92,55.28,56.64,58.0,59.32,60.64,61.96,63.28,64.6
Iran,0.9,1.12,1.34,1.56,1.78,2.0,2.38,2.76,3.14,3.52,3.9,4.52,5.14,5.76,6.38,7.0,7.92,8.84,9.76,10.68,11.6,12.68,13.76,14.84,15.92,17.0,18.26,19.52,20.78,22.04,23.3,24.72,26.14,27.56,28.98,30.4,31.5,32.6,33.7,34.8,35.9,36.62,37.34,38.06,38.78,39.5,40.46,41.42,42.38,43.34,44.3,46.34,48.38,50.42,52.46,54.5,56.54,58.58,60.62,62.66,64.7
Iraq,1.7,2.02,2.34,2.66,2.98,3.3,3.78,4.26,4.74,5.22,5.7,6.6,7.5,8.4,9.3,10.2,11.72,13.24,14.76,16.28,17.8,18.52,19.24,19.96,20.68,21.4,21.7,22.0,22.3,22.6,22.9,22.94,22.98,23.02,23.06,23.1,23.0,22.9,22.8,22.7,22.6,22.54,22.48,22.42,22.36,22.3,21.82,21.34,20.86,20.38,19.9,21.54,23.18,24.82,26.46,28.1,29.76,31.42,33.08,34.74,36.4
Ireland,20.7,21.88,23.06,24.24,25.42,26.6,28.3,30.0,31.7,33.4,35.1,37.52,39.94,42.36,44.78,47.2,49.56,51.92,54.28,56.64,59.0,60.52,62.04,63.56,65.08,66.6,68.0,69.4,70.8,72.2,73.6,74.56,75.52,76.48,77.44,78.4,79.0,79.6,80.2,80.8,81.4,81.9,82.4,82.9,83.4,83.9,84.54,85.18,85.82,86.46,87.1,87.44,87.78,88.12,88.46,88.8,89.32,89.84,90.36,90.88,91.4
Israel,15.1,16.1,17.1,18.1,19.1,20.1,21.52,22.94,24.36,25.78,27.2,28.38,29.56,30.74,31.92,33.1,34.22,35.34,36.46,37.58,38.7,39.4,40.1,40.8,41.5,42.2,43.32,44.44,45.56,46.68,47.8,48.92,50.04,51.16,52.28,53.4,54.48,55.56,56.64,57.72,58.8,59.88,60.96,62.04,63.12,64.2,65.3,66.4,67.5,68.6,69.7,70.78,71.86,72.94,74.02,75.1,76.04,76.98,77.92,78.86,79.8
Italy,13.7,14.8,15.9,17.0,18.1,19.2,20.6,22.0,23.4,24.8,26.2,27.9,29.6,31.3,33.0,34.7,36.38,38.06,39.74,41.42,43.1,44.56,46.02,47.48,48.94,50.4,51.46,52.52,53.58,54.64,55.7,56.28,56.86,57.44,58.02,58.6,58.72,58.84,58.96,59.08,59.2,59.52,59.84,60.16,60.48,60.8,61.36,61.92,62.48,63.04,63.6,65.42,67.24,69.06,70.88,72.7,74.42,76.14,77.86,79.58,81.3
Jamaica,3.7,4.08,4.46,4.84,5.22,5.6,6.2,6.8,7.4,8.0,8.6,9.4,10.2,11.0,11.8,12.6,13.6,14.6,15.6,16.6,17.6,18.62,19.64,20.66,21.68,22.7,23.18,23.66,24.14,24.62,25.1,25.62,26.14,26.66,27.18,27.7,27.28,26.86,26.44,26.02,25.6,27.0,28.4,29.8,31.2,32.6,33.98,35.36,36.74,38.12,39.5,40.92,42.34,43.76,45.18,46.6,48.0,49.4,50.8,52.2,53.6
Japan,59.6,61.16,62.72,64.28,65.84,67.4,69.34,71.28,73.22,75.16,77.1,77.82,78.54,79.26,79.98,80.7,81.08,81.46,81.84,82.22,82.6,82.76,82.92,83.08,83.24,83.4,83.7,84.0,84.3,84.6,84.9,85.38,85.86,86.34,86.82,87.3,87.78,88.26,88.74,89.22,89.7,89.98,90.26,90.54,90.82,91.1,91.04,90.98,90.92,90.86,90.8,91.36,91.92,92.48,93.04,93.6,94.18,94.76,95.34,95.92,96.5
Jordan,6.5,7.72,8.94,10.16,11.38,12.6,13.94,15.28,16.62,17.96,19.3,20.66,22.02,23.38,24.74,26.1,27.54,28.98,30.42,31.86,33.3,34.4,35.5,36.6,37.7,38.8,39.6,40.4,41.2,42.0,42.8,43.58,44.36,45.14,45.92,46.7,46.94,47.18,47.42,47.66,47.9,48.72,49.54,50.36,51.18,52.0,52.72,53.44,54.16,54.88,55.6,56.24,56.88,57.52,58.16,58.8,59.92,61.04,62.16,63.28,64.4
Kazakhstan,50.4,52.42,54.44,56.46,58.48,60.5,62.44,64.38,66.32,68.26,70.2,71.12,72.04,72.96,73.88,74.8,75.48,76.16,76.84,77.52,78.2,78.84,79.48,80.12,80.76,81.4,81.96,82.52,83.08,83.64,84.2,84.74,85.28,85.82,86.36,86.9,87.36,87.82,88.28,88.74,89.2,89.56,89.92,90.28,90.64,91.0,91.22,91.44,91.66,91.88,92.1,92.54,92.98,93.42,93.86,94.3,94.58,94.86,95.14,95.42,95.7
Kenya,0.7,0.92,1.14,1.36,1.58,1.8,2.04,2.28,2.52,2.76,3.0,3.22,3.44,3.66,3.88,4.1,4.44,4.78,5.12,5.46,5.8,6.3,6.8,7.3,7.8,8.3,9.1,9.9,10.7,11.5,12.3,13.6,14.9,16.2,17.5,18.8,20.12,21.44,22.76,24.08,25.4,25.88,26.36,26.84,27.32,27.8,27.02,26.24,25.46,24.68,23.9,26.04,28.18,30.32,32.46,34.6,36.72,38.84,40.96,43.08,45.2
Kiribati,3.9,4.2,4.5,4.8,5.1,5.4,5.88,6.36,6.84,7.32,7.8,8.4,9.0,9.6,10.2,10.8,11.58,12.36,13.14,13.92,14.7,15.52,16.34,17.16,17.98,18.8,19.94,21.08,22.22,23.36,24.5,25.58,26.66,27.74,28.82,29.9,31.26,32.62,33.98,35.34,36.7,38.84,40.98,43.12,45.26,47.4,49.4,51.4,53.4,55.4,57.4,58.64,59.88,61.12,62.36,63.6,64.66,65.72,66.78,67.84,68.9
Kuwait,7.1,7.64,8.18,8.72,9.26,9.8,10.42,11.04,11.66,12.28,12.9,14.34,15.78,17.22,18.66,20.1,20.62,21.14,21.66,22.18,22.7,23.2,23.7,24.2,24.7,25.2,25.68,26.16,26.64,27.12,27.6,27.56,27.52,27.48,27.44,27.4,27.56,27.72,27.88,28.04,28.2,28.22,28.24,28.26,28.28,28.3,28.44,28.58,28.72,28.86,29.0,30.6,32.2,33.8,35.4,37.0,39.0,41.0,43.0,45.0,47.0
Kyrgyz Republic,42.8,45.0,47.2,49.4,51.6,53.8,55.2,56.6,58.0,59.4,60.8,61.56,62.32,63.08,63.84,64.6,65.34,66.08,66.82,67.56,68.3,69.1,69.9,70.7,71.5,72.3,73.08,73.86,74.64,75.42,76.2,76.68,77.16,77.64,78.12,78.6,78.82,79.04,79.26,79.48,79.7,79.74,79.78,79.82,79.86,79.9,79.42,78.94,78.46,77.98,77.5,78.84,80.18,81.52,82.86,84.2,85.5,86.8,88.1,89.4,90.7
Lao,0.6,0.7,0.8,0.9,1.0,1.1,1.3,1.5,1.7,1.9,2.1,2.38,2.66,2.94,3.22,3.5,3.98,4.46,4.94,5.42,5.9,6.54,7.18,7.82,8.46,9.1,9.8,10.5,11.2,11.9,12.6,13.16,13.72,14.28,14.84,15.4,15.92,16.44,16.96,17.48,18.0,18.94,19.88,20.82,21.76,22.7,24.14,25.58,27.02,28.46,29.9,31.32,32.74,34.16,35.58,37.0,38.42,39.84,41.26,42.68,44.1
Latvia,62.5,62.78,63.06,63.34,63.62,63.9,64.3,64.7,65.1,65.5,65.9,66.08,66.26,66.44,66.62,66.8,67.1,67.4,67.7,68.0,68.3,68.52,68.74,68.96,69.18,69.4,69.66,69.92,70.18,70.44,70.7,71.22,71.74,72.26,72.78,73.3,74.2,75.1,76.0,76.9,77.8,77.72,77.64,77.56,77.48,77.4,75.14,72.88,70.62,68.36,66.1,67.84,69.58,71.32,73.06,74.8,76.26,77.72,79.18,80.64,82.1
Lebanon,2.6,3.06,3.52,3.98,4.44,4.9,5.6,6.3,7.0,7.7,8.4,9.26,10.12,10.98,11.84,12.7,13.7,14.7,15.7,16.7,17.7,18.78,19.86,20.94,22.02,23.1,24.18,25.26,26.34,27.42,28.5,29.56,30.62,31.68,32.74,33.8,34.82,35.84,36.86,37.88,38.9,39.28,39.66,40.04,40.42,40.8,42.42,44.04,45.66,47.28,48.9,50.5,52.1,53.7,55.3,56.9,58.48,60.06,61.64,63.22,64.8
Lesotho,0.3,0.36,0.42,0.48,0.54,0.6,0.66,0.72,0.78,0.84,0.9,1.1,1.3,1.5,1.7,1.9,2.28,2.66,3.04,3.42,3.8,4.46,5.12,5.78,6.44,7.1,7.72,8.34,8.96,9.58,10.2,10.42,10.64,10.86,11.08,11.3,11.64,11.98,12.32,12.66,13.0,13.52,14.04,14.56,15.08,15.6,16.58,17.56,18.54,19.52,20.5,21.2,21.9,22.6,23.3,24.0,25.48,26.96,28.44,29.92,31.4
Liberia,0.2,0.28,0.36,0.44,0.52,0.6,0.76,0.92,1.08,1.24,1.4,1.72,2.04,2.36,2.68,3.0,3.46,3.92,4.38,4.84,5.3,5.84,6.38,6.92,7.46,8.0,8.58,9.16,9.74,10.32,10.9,11.38,11.86,12.34,12.82,13.3,13.62,13.94,14.26,14.58,14.9,14.96,15.02,15.08,15.14,15.2,14.66,14.12,13.58,13.04,12.5,14.16,15.82,17.48,19.14,20.8,22.54,24.28,26.02,27.76,29.5
Libya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,22.0,33.0,44.0,55.0,56.72,58.44,60.16,61.88,63.6
Lithuania,52.4,55.18,57.96,60.74,63.52,66.3,67.4,68.5,69.6,70.7,71.8,71.92,72.04,72.16,72.28,72.4,72.54,72.68,72.82,72.96,73.1,73.38,73.66,73.94,74.22,74.5,74.78,75.06,75.34,75.62,75.9,76.42,76.94,77.46,77.98,78.5,79.34,80.18,81.02,81.86,82.7,83.02,83.34,83.66,83.98,84.3,81.82,79.34,76.86,74.38,71.9,73.4,74.9,76.4,77.9,79.4,80.82,82.24,83.66,85.08,86.5
Luxembourg,28.1,29.38,30.66,31.94,33.22,34.5,35.5,36.5,37.5,38.5,39.5,40.52,41.54,42.56,43.58,44.6,45.64,46.68,47.72,48.76,49.8,50.8,51.8,52.8,53.8,54.8,55.76,56.72,57.68,58.64,59.6,60.48,61.36,62.24,63.12,64.0,64.68,65.36,66.04,66.72,67.4,67.88,68.36,68.84,69.32,69.8,69.98,70.16,70.34,70.52,70.7,72.06,73.42,74.78,76.14,77.5,78.56,79.62,80.68,81.74,82.8
Macao Special Administrative Region of China,1.9,2.42,2.94,3.46,3.98,4.5,5.48,6.46,7.44,8.42,9.4,10.82,12.24,13.66,15.08,16.5,18.26,20.02,21.78,23.54,25.3,27.24,29.18,31.12,33.06,35.0,36.92,38.84,40.76,42.68,44.6,46.5,48.4,50.3,52.2,54.1,55.02,55.94,56.86,57.78,58.7,59.5,60.3,61.1,61.9,62.7,63.5,64.3,65.1,65.9,66.7,68.52,70.34,72.16,73.98,75.8,76.94,78.08,79.22,80.36,81.5
